Nom de l’agence,Téléphone de l’agence,Email de l’agence,Horaires,Site web,Avis,Indépendant ou Franchise,Ville / département,Gérant,Tel du gérant,Email du gérant,Source de l’agence,Source du gérant,Date de vérification
JÉRÉMY BELLITY IMMOBILIER (Agence immobilière Marseille),+33 6 18 69 41 03,,,https://jeremy-bellity.agentkw.fr/,,Indépendante,"32 Chem. du Vallon de Toulouse, 13009 Marseille, France",,,,Site web/leboncoin,,2026-09-07
Jérémy Heyob Immobilier | Agence immobilière,+33 6 48 14 55 65,,,https://www.jeremyheyob.fr/,,Indépendante,"31 Av. Georges Pompidou, 69800 Saint-Priest, France",,,,Site web/leboncoin,,2026-09-07
Jérémy Saclier immobilier,+33 7 82 26 39 09,,,https://www.jeremysaclier.fr/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
Jessica Immobilier,+33 3 25 40 59 50,,,https://www.jessicaimmobilier.com/,,Indépendante,"18 Rue du Colonel Driant, 10000 Troyes, France",,,,Site web/leboncoin,,2026-09-07
JMC Immobilier,+33 1 40 44 55 55,,,https://agencejmc.fr/,,Indépendante,"21 Rue Brézin, 75014 Paris, France",,,,Site web/leboncoin,,2026-09-07
Jocelyn Tuccio - J'OSE L'IMMO,+33 4 13 33 38 03,,,https://www.joselimmo.com/,,Indépendante,"35 Av. du Merlan, 13014 Marseille, France",,,,Site web/leboncoin,,2026-09-07
John & John,+33 4 93 39 64 44,,,http://www.johnandjohn.com/,,Indépendante,"Les Jardins du Grand Hôtel, 45 Bd de la Croisette, 06400 Cannes, France",,,,Site web/leboncoin,,2026-09-07
Joseph Immobilier,+33 5 62 89 45 68,,,http://www.joseph-immobilier.com/,,Indépendante,"23 Bd Lazare Carnot, 31000 Toulouse, France",,,,Site web/leboncoin,,2026-09-07
Julie Morin - 4F Immobilier,+33 7 67 72 70 40,,,https://4fimmo.fr/,,Indépendante,"45 Rue Grande, 36700 Châtillon-sur-Indre, France",,,,Site web/leboncoin,,2026-09-07
Julien Andriano immobilier,+33 6 22 12 31 62,,,https://www.linkedin.com/in/julien-andriano-immobilier/,,Indépendante,"112 Rue Dedieu, 69100 Villeurbanne, France",,,,Site web/leboncoin,,2026-09-07
"Julien Trompille, Immo & Déco",+33 6 48 12 66 75,,,https://www.xn--julientrompilleimmodco-u8b.fr/,,Indépendante,"10 Bd Jules Favre, 69006 Lyon, France",,,,Site web/leboncoin,,2026-09-07
Jum Immo,+33 1 57 14 04 94,,,http://www.jumimmo.com/,,Indépendante,"25 Av. Anatole France, 93500 Pantin, France",,,,Site web/leboncoin,,2026-09-07
Just in Home | L'immobilier sur-mesure à Bayeux,+33 9 83 46 43 92,,,https://www.just-in-home.fr/,,Indépendante,"18 Rue des Cuisiniers, 14400 Bayeux, France",,,,Site web/leboncoin,,2026-09-07
K.S. Immo Service,+33 3 89 41 40 58,,,http://www.ksimmo-service.fr/,,Indépendante,"15 Rue du Rempart, 68000 Colmar, France",,,,Site web/leboncoin,,2026-09-07
K/NAK immo Évry-Courcouronnes,+33 1 83 63 63 63,,,https://www.knak.fr/,,Indépendante,"Carré haussmann, 52 Bd de l'Yerres, 91000 Évry-Courcouronnes, France",,,,Site web/leboncoin,,2026-09-07
KAHILI,+33 2 35 91 90 13,,,https://kahili.fr/,,Indépendante,"54 Rte de Paris, 76240 Bonsecours, France",,,,Site web/leboncoin,,2026-09-07
KAHP VIAGER,+33 800 40 02 30,,,https://viager.kahp.fr/,,Indépendante,"19 Rue Boncenne, 86000 Poitiers, France",,,,Site web/leboncoin,,2026-09-07
KAM IMMO LIEUSAINT,+33 1 64 40 88 98,,,https://www.kamimmo.com/,,Indépendante,"29 Av. René Cassin, 77127 Lieusaint, France",,,,Site web/leboncoin,,2026-09-07
Kaphie immobilier - Agence immobilière Antony,+33 6 98 24 75 60,,,http://www.kaphieimmobilier.fr/,,Indépendante,"1 Av. Manin, 92160 Antony, France",,,,Site web/leboncoin,,2026-09-07
Kapitol Immobilier,+33 9 81 27 03 20,,,http://www.kapitol.fr/,,Indépendante,"33 Rue de Chazelles, 75017 Paris, France",,,,Site web/leboncoin,,2026-09-07
Karin Immobilier,+33 6 19 92 05 03,,,https://www.immobilierhautlanguedoc.fr/,,Indépendante,"Rue Neuve, 34390 Olargues, France",,,,Site web/leboncoin,,2026-09-07
KAYZO INVEST,+33 2 35 07 64 55,,,http://kayzo.fr/,,Indépendante,"39 Rue Jean Lecanuet, 76000 Rouen, France",,,,Site web/leboncoin,,2026-09-07
KEGO,+33 3 67 10 69 79,,,http://www.kego.fr/,,Indépendante,"10 Rue Leitersperger, 67100 Strasbourg, France",,,,Site web/leboncoin,,2026-09-07
Kettani Immobilier,05 22 79 51 50,,,https://www.kettani-immobilier.com/,,Indépendante,"201 Bd Mohammed Zerktouni, Casablanca 20000",,,,Site web/leboncoin,,2026-09-07
KEVIN DEY La Rhonelle Immobilier,+33 6 19 32 74 77,,,http://www.larhonelle-immobillier.fr/,,Indépendante,"3 Cr Delsaux, 59860 Bruay-sur-l'Escaut, France",,,,Site web/leboncoin,,2026-09-07
KFPM,+33 1 82 37 11 82,,,https://kfpm.fr/contact,,Indépendante,"1 Av. Antoine Bourdelle, 93600 Aulnay-sous-Bois, France",,,,Site web/leboncoin,,2026-09-07
Klicc Immobilier,+33 9 83 61 70 51,,,http://www.klicc.fr/,,Indépendante,"1 Rue Jules Crochemore, 76540 Valmont, France",,,,Site web/leboncoin,,2026-09-07
KOEHLER IMMOBILIER LE RAINCY,+33 1 43 01 36 36,,,http://www.koehlerimmobilier.fr/,,Indépendante,"1 Av. de la Résistance, 93340 Le Raincy, France",,,,Site web/leboncoin,,2026-09-07
Konouz Immobilier كنوز للعقارات,06 61 21 49 62,,,https://www.konouzimmobilier.com/,,Indépendante,"1 er étage, Konouz Immobilier كنوز للعقارات, Bureau 111, Immeuble Comim Av. Hassan II, Agadir 80000",,,,Site web/leboncoin,,2026-09-07
Koytcha Immo,+262 262 97 96 07,,,http://www.koytchaimmo.re/,,Indépendante,"45 Rue Alexis de Villeneuve, Saint-Denis 97400, La Réunion",,,,Site web/leboncoin,,2026-09-07
KUBIMMO IMONET Immobilier,+33 1 64 44 06 82,,,http://imonet.fr/,,Indépendante,"11 Av. Jacques Cartier, 77600 Bussy-Saint-Georges, France",,,,Site web/leboncoin,,2026-09-07
L Immobilier Du Cyrano,+33 4 75 86 14 20,,,http://immo-cyrano.fr/,,Indépendante,"4 Av. Jean Moulin, 26500 Bourg-lès-Valence, France",,,,Site web/leboncoin,,2026-09-07
L’ AGENCE EXPERT IMMO Meaux - Agence immobilière,+33 1 64 34 82 80,,,http://www.lagence77.com/,,Indépendante,"35 Rue du Tan, 77100 Meaux, France",,,,Site web/leboncoin,,2026-09-07
L' Agence Montefiore,+33 6 13 02 55 37,,,https://montefioreimmobilier.fr/,,Indépendante,"104 Rue de Vaugirard, 75006 Paris, France",,,,Site web/leboncoin,,2026-09-07
L' Aventure Immobilière,+33 6 62 51 57 95,,,http://www.aventure-immobiliere.fr/,,Indépendante,"27 Rue François de Tessan, 77330 Ozoir-la-Ferrière, France",,,,Site web/leboncoin,,2026-09-07
L'agence - Côté Sud Côté Rêve,+33 4 84 25 08 76,,,https://www.cotesudcotereve.com/,,Indépendante,"43 Rue Joseph Vernet, 84000 Avignon, France",,,,Site web/leboncoin,,2026-09-07
L'AGENCE | Agence Immobilière Lyon,+33 4 78 65 65 10,,,https://www.lagencell.fr/,,Indépendante,"119 Rue Garibaldi, 69006 Lyon, France",,,,Site web/leboncoin,,2026-09-07
L’AGENCE DE COMBS,+33 1 60 18 90 00,,,https://www.lagencedecombs.com/fr/,,Indépendante,"2bis Av. du Général Leclerc, 77380 Combs-la-Ville, France",,,,Site web/leboncoin,,2026-09-07
L'agence de Cormeilles immobilier cormeilles 27,+33 2 32 56 66 25,,,http://www.immobilier-cormeilles.fr/,,Indépendante,"9 Rue de l'Abbaye, 27260 Cormeilles, France",,,,Site web/leboncoin,,2026-09-07
L'Agence De Courtry,+33 1 48 68 33 42,,,http://courtry.immo/,,Indépendante,"13 Rue Louis Osteng, 77181 Courtry, France",,,,Site web/leboncoin,,2026-09-07
l'Agence de la Gare,+33 9 54 46 26 56,,"lundi au vendredi de 9h30 à 12h00 et 14h00 à 19h00.
Le samedi de 9h30 à 12h00 et 14h00 à 18h30.",http://www.immo-delagare.com/,"Professionnalisme et réactivité : Les clients soulignent fréquemment la réactivité de l'équipe (notamment pour la gestion et la recherche de locataires) et la clarté du suivi administratif. [1] (https://www.pagesjaunes.fr/pros/60801100), [2] (https://www.meilleursagents.com/agence-immobiliere/agence-agence-de-la-gare-antony-57133/), [3] (https://consultant-immobilier.consultants.contact/agence-de-la-gare-immobilier-agence-immobili-re-val-d-oise-1342912.html)Disponibilité des agents : Plusieurs avis (notamment sur leur page Facebook) saluent personnellement le dévouement et l'efficacité des conseillers sur le terrain (comme Elena et Manon) lors des processus d'achat ou de vente. [1] (https://www.instagram.com/p/DWRrK4OCn7_/)Accompagnement de A à Z : Les retours d'expérience positifs mettent en avant un sentiment de sécurité et une bonne communication tout au long des transactions immobilières. [1] (https://www.instagram.com/p/DWRrK4OCn7_/)",Indépendante,"42 Av. du Général de Gaulle, 28130 Maintenon, France",HAGUET Jean-François,,louvres@agencegare.immo,Site web/leboncoin,,2026-09-07
L'Agence de Nelly,+33 6 65 18 09 62,,,https://www.lagencedenelly.fr/,,Indépendante,"41 Enclave des Ormilles, 34130 Mauguio, France",,,,Site web/leboncoin,,2026-09-07
L'Agence Des Allées,+33 1 47 37 13 67,,,http://www.agence-des-allees.com/,,Indépendante,"12&24, All. Léon Gambetta 12, 92110 Clichy, France",,,,Site web/leboncoin,,2026-09-07
L'agence DICI,+33 2 19 23 04 21,,,https://www.lagencedici.com/,,Indépendante,"150 Rue de Létanduère, 49000 Angers, France",,,,Site web/leboncoin,,2026-09-07
L'AGENCE DU VILLAGE,+33 3 44 45 02 95,,,https://www.agvillage.fr/,,Indépendante,"2 Rue de l'École, 60175 Villeneuve-les-Sablons, France",,,,Site web/leboncoin,,2026-09-07
L'AGENCE HESTIA,+33 6 59 17 46 08,,Horaires non publiés; rendez-vous recommandé à Montélimar.,https://www.lagencehestia.fr/,"L’Agence Hestia, représentée par Julien Manaut, ne présente pas de données publiques suffisamment concordantes sur les horaires ou les avis. La fiche peut mentionner l’écoute et le suivi, sans les attribuer à des témoignages vérifiés.",Indépendante,"26 B Av. de la Feuillade, 26200 Montélimar, France",Julien Manaut,,j.manaut@groupemd.fr,Site web/leboncoin,,2026-09-07
L'Agence Les Enfants Rouges - Le Marais - Paris 3,+33 1 53 01 00 40,,,https://www.agencedesenfantsrouges.com/lagence/le-marais/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=paris3-marais,,Indépendante,"44 Rue de Bretagne, 75003 Paris, France",,,,Site web/leboncoin,,2026-09-07
L'Agence Sablaise,+33 6 16 33 79 47,,,https://www.lagencesablaise.fr/,,Indépendante,"58 Prom. Georges Clemenceau, 85100 Les Sables-d'Olonne, France",,,,Site web/leboncoin,,2026-09-07
L'AGENCE Toulouse Immobilier,+33 5 61 57 37 77,,,http://www.agence-ti.fr/,,Indépendante,"32 Rte de Blagnac, 31200 Toulouse, France",,,,Site web/leboncoin,,2026-09-07
L'agence@Part,+33 4 76 88 84 27,,,http://www.agenceapart.com/,,Indépendante,"27 Bd des Alpes, 38240 Meylan, France",,,,Site web/leboncoin,,2026-09-07
L'Agent Immobilier,+33 4 30 65 02 65,,Horaires fixes non publiés; rendez-vous recommandé.,https://devenez.lagentimmobilier.fr/qui-sommes-nous,"L’Agent Immobilier, représenté par Nicolas Castano, ne dispose pas de données publiques suffisamment concordantes concernant les horaires ou les avis. Présentation recommandée: accompagnement des ventes et achats sur rendez-vous.",Indépendante,"36 Rue Vendôme, 69006 Lyon, France",Nicolas Castano,,nicolas.castano@lagentimmobilier.fr,Site web/leboncoin,,2026-09-07
L’alliance de l’immobilier,+33 1 85 11 03 25,,,http://www.lalliancedelimmobilier.com/,,Indépendante,"11 Av. Foch, 95240 Cormeilles-en-Parisis, France",,,,Site web/leboncoin,,2026-09-07
L'Appartement,+33 1 45 20 48 05,,,https://www.agencelappartement.com/,,Indépendante,"10 Rue Mabillon, 75006 Paris, France",,,,Site web/leboncoin,,2026-09-07
L'ARTISTE IMMOBILIER ROUEN,+33 2 77 41 76 00,,,https://www.lartiste.immo/?utm_source=gmb,,Indépendante,"3 Rue Dufay, 76100 Rouen, France",,,,Site web/leboncoin,,2026-09-07
L'ELITE by Ambition,+33 4 22 12 31 76,,,http://www.lelite.immo/,,Indépendante,"313 Bd de la Libération, 83600 Fréjus, France",,,,Site web/leboncoin,,2026-09-07
L'IMMO de l'Ovalie,+33 5 64 13 98 50,,,https://www.limmodelovalie.com/,,Indépendante,"35 Rue Gambetta, 31330 Grenade, France",,,,Site web/leboncoin,,2026-09-07
L'immo-dom,+33 3 21 76 10 10,,,http://www.limmodom.com/,,Indépendante,"38 Av. de Varsovie, 62300 Lens, France",,,,Site web/leboncoin,,2026-09-07
L'Immobilier d'Antoine,+33 4 74 87 60 30,,,http://www.immobilierantoine.fr/pud.htm?kw=immobilier+Vienne&ampgclid=CMfUi9brvc0CFawp0wodgyYJTw&utm_source=gmb,,Indépendante,"41 Rue Francisque Bonnier, 38200 Vienne, France",,,,Site web/leboncoin,,2026-09-07
L'immobilier d'Eustache - Responsable & Solidaire,+33 6 38 53 80 13,,,https://www.eustache-immobilier.com/,,Indépendante,"6/8 Pl. de la Bataille de Stalingrad, 75019 Paris, France",,,,Site web/leboncoin,,2026-09-07
L'Immobilier des Drôles de Dames,+33 4 68 25 06 25,,,http://www.iddimmo.com/,,Indépendante,"12 Rue Pinel, 11000 Carcassonne, France",,,,Site web/leboncoin,,2026-09-07
L'IMMOBILIERE BAUER & ASSOCIES,+33 6 60 37 43 81,,,http://immobiliere-bauer-associes.fr/,,Indépendante,"98 Rue de Sèvres, 75007 Paris, France",,,,Site web/leboncoin,,2026-09-07
L'Immobilière Coulon,+33 4 73 29 40 40,,,https://agence-immobiliere-coulon.fr/,,Indépendante,"34 Av. Julien, 63000 Clermont-Ferrand, France",,,,Site web/leboncoin,,2026-09-07
L'IMMOBILIERE DE LA GARE,+33 9 54 46 26 56,,,http://www.immo-delagare.com/,,Indépendante,"42 Av. du Général de Gaulle, 28130 Maintenon, France",,,,Site web/leboncoin,,2026-09-07
L'Immobilière de la Tour,+33 4 66 26 30 82,,,http://www.immodelatour.fr/,,Indépendante,"81 Rue du Saquetoun, 30132 Caissargues, France",,,,Site web/leboncoin,,2026-09-07
L'Immobilière Paloise,+33 5 59 98 87 31,,,https://www.immobilierepaloise.com/,,Indépendante,"50 Rue Maréchal Joffre, 64000 Pau, France",,,,Site web/leboncoin,,2026-09-07
L'OFFICE IMMO - Agence immobilière,+33 4 94 21 70 61,,,http://www.loffice-immo.com/,,Indépendante,"136 Av. Jules Charleux Rn 559, 83000 Toulon, France",,,,Site web/leboncoin,,2026-09-07
L&S Immobilier.,+33 1 39 60 75 10,,,http://www.agencelsimmo.com/,,Indépendante,"77 Av. du Général Leclerc, 95250 Beauchamp, France",,,,Site web/leboncoin,,2026-09-07
LA BELLE HISTOIRE,+33 6 66 12 59 03,,Horaires fixes non publiés; rendez-vous recommandé.,http://www.lbhi.fr/,"La Belle Histoire, représentée par Philippe Calderan, ne permet pas de confirmer une note d’avis ou des horaires publics fiables. Présentation recommandée: accompagnement des projets immobiliers sur rendez-vous.",Indépendante,,PHILIPPE CALDERAN,,philippe@lbh-immobilier.com,Site web/leboncoin,,2026-09-07
La Bonne Adresse Immobilier,+33 3 20 46 76 55,,,http://www.labonneadresseimmobilier.com/,,Indépendante,"2 Rue Vallon, 59150 Wattrelos, France",,,,Site web/leboncoin,,2026-09-07
La Chaumière Immobilier,+33 5 53 67 18 00,,,http://www.lachaumiereimmobilier.com/,,Indépendante,"159 Bd du Président Carnot, 47000 Agen, France",,,,Site web/leboncoin,,2026-09-07
La Clef de Saint-Leu,+33 1 39 32 12 96,,,https://www.laclefdesaintleu.fr/,,Indépendante,"23 Rue de Paris, 95320 Saint-Leu-la-Forêt, France",,,,Site web/leboncoin,,2026-09-07
LA CLEF DES HAUTS DE FRANCE,+33 3 65 67 58 92,,,https://www.laclefdeshautsdefrance.com/?utm_source=gmb,,Indépendante,"48 Av. du 4 Septembre, 62300 Lens, France",,,,Site web/leboncoin,,2026-09-07
La Côte Immo – Côte Bleue,+33 4 42 30 19 86,,,http://www.lacote-immo.com/,,Indépendante,"27b Av. Aristide Briand, 13620 Carry-le-Rouet, France",,,,Site web/leboncoin,,2026-09-07
La Cote Immobilière,+33 1 43 07 26 26,,,https://www.lacoteimmobiliere.fr/,,Indépendante,"11 Av. du Dr Arnold Netter, 75012 Paris, France",,,,Site web/leboncoin,,2026-09-07
La Coupole Immobilier,+33 6 98 48 61 56,,,http://www.la-coupole-roanne.com/,,Indépendante,"33 Rue Brison, 42300 Roanne, France",,,,Site web/leboncoin,,2026-09-07
LA LOGE Immobilier écusson,+33 6 28 96 63 31,,,http://www.lalogeimmobilier.com/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
LA PETITE AGENCE 92,+33 1 46 57 00 00,,,https://www.lapetiteagence92.fr/?utm_source=google_business&utm_medium=bouton_fiche_agence&utm_campaign=la-petite-agence-92,,Indépendante,"6 Rue Gabriel Péri, 92320 Châtillon, France",,,,Site web/leboncoin,,2026-09-07
La Pierre Parisienne,+33 1 45 65 42 04,,,http://www.lapierreparisienne.fr/,,Indépendante,"196 Rue Legendre, 75017 Paris, France",,,,Site web/leboncoin,,2026-09-07
La Rationnelle,+33 1 39 79 35 12,,,http://www.la-rationnelle.fr/,,Indépendante,"35 Rue Maurice Berteaux, 78700 Conflans-Sainte-Honorine, France",,,,Site web/leboncoin,,2026-09-07
LA RHONELLE IMMOBILIER,+33 3 27 34 87 50,,,https://www.larhonelle-immobilier.fr/,,Indépendante,"4 Av. de Verdun, 59300 Valenciennes, France",,,,Site web/leboncoin,,2026-09-07
La Sereine Immobilier,+33 4 78 06 24 00,,,https://www.sereineimmo.fr/,,Indépendante,"131 Av. de la Gare, 01120 Montluel, France",,,,Site web/leboncoin,,2026-09-07
LA VAGUE IMMOBILIERE,+33 2 58 58 50 59,,Horaires fixes non publiés; rendez-vous recommandé.,https://www.lavagueimmo.com/,"La Vague Immobilière, représentée par Maxence Kervarrec, ne dispose pas de données publiques suffisamment concordantes sur les horaires ou les avis. La fiche reste neutre et orientée vers la prise de contact.",Indépendante,"2 Av. de la Marne, 56100 Lorient, France",Maxence Kervarrec,,maxence.lavagueimmo@gmail.com,Site web/leboncoin,,2026-09-07
La Vieille Agence,+33 5 53 57 17 68,,,http://www.lavieilleagence.com/?utm_source=gmb,,Indépendante,"65 Rue Sainte-Catherine, 24100 Bergerac, France",,,,Site web/leboncoin,,2026-09-07
La Villa Canclaux,+33 6 95 94 11 44,,,http://www.lavillacanclaux.fr/,,Indépendante,"32 Rue Colonel Desgrées du Lou, 44100 Nantes, France",,,,Site web/leboncoin,,2026-09-07
LA VITRINE DE L'IMMOBILIER - SARL COMBS GESTION,+33 1 60 60 11 12,,,https://www.vitrine-immobilier.fr/fr,,Indépendante,"18 Bis Av. de Quincy, 77380 Combs-la-Ville, France",,,,Site web/leboncoin,,2026-09-07
LAB IMMOBILIER,+33 6 73 44 25 90,,,https://www.labimmobilier.com/,,Indépendante,"18 Grande Rue, 25140 Charquemont, France",,,,Site web/leboncoin,,2026-09-07
LABEL IMMO,+33 7 60 52 63 97,,,https://www.label-immo.net/,,Indépendante,"7 Av. du Sénateur Girard, 59300 Valenciennes, France",,,,Site web/leboncoin,,2026-09-07
LACOMBE IMMOBILIER,+33 4 79 32 15 48,,,http://www.lacombeimmo.com/,,Indépendante,"Rue Claude Genoux, 73200 Albertville, France",,,,Site web/leboncoin,,2026-09-07
LACOSTE IMMOBILIER,+33 4 28 99 02 48,,Horaires fixes non publiés; rendez-vous recommandé.,https://www.lacosteimmobilier.fr/contact.html,"Lacoste Immobilier, représentée par Catherine Lacoste, ne présente pas de note d’avis ou de grille horaire consolidée fiable dans les sources consultées. La fiche reste factuelle.",Indépendante,"3 Rue Henri Chalamet, 26000 Valence, France",CATHERINE LACOSTE,,lacosteimmobilier@cegetel.net,Site web/leboncoin,,2026-09-07
LagHome Immobilier | Agence Immobilière Grenoble,+33 4 80 80 95 80,,,https://www.laghome-immobilier.fr/?utm_campaign=grenoble&utm_medium=website&utm_source=gmb,,Indépendante,"2 Rue Vauban, 38000 Grenoble, France",,,,Site web/leboncoin,,2026-09-07
Lakota Immobilier,+33 6 41 53 26 14,,,https://lakota-immobilier.fr/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
LALINE IMMOBILIER,+33 4 28 29 47 40,,,https://www.lalineimmobilier.com/fr/contact,,Indépendante,"332 Rue Francis de Pressensé, 69100 Villeurbanne, France",,,,Site web/leboncoin,,2026-09-07
Lambert Immobilier Verneuil-sur-Seine,+33 1 39 28 10 17,,,https://www.lambertimmobilier.fr/,,Indépendante,"1 Rue Clairette, 78480 Verneuil-sur-Seine, France",,,,Site web/leboncoin,,2026-09-07
LCB Immo,+33 2 31 62 78 12,,,https://www.lcbimmo.com/,,Indépendante,"2 Bd Sainte-Anne, 14100 Lisieux, France",,,,Site web/leboncoin,,2026-09-07
LCDI le comptoir de l'immobilier,+33 4 75 53 19 19,,,https://www.lcdimmo.com/,,Indépendante,"11 Av. Gaston Vernier, 26200 Montélimar, France",,,,Site web/leboncoin,,2026-09-07
LDJ Immobilier Perpignan Clemenceau,+33 4 68 07 19 02,,,https://www.ldjimmobilier.fr/,,Indépendante,"31 bis Bd Georges Clemenceau, 66000 Perpignan, France",,,,Site web/leboncoin,,2026-09-07
LE BELVEDERE,+33 1 30 40 18 18,,,http://www.stleu-belvedere.com/,,Indépendante,"2 Pl. de la Forge, 95320 Saint-Leu-la-Forêt, France",,,,Site web/leboncoin,,2026-09-07
Le Chêne Immobilier,+33 1 39 23 95 00,,Horaires fixes non publiés; rendez-vous recommandé.,http://www.lechene-immo.fr/,"Le Chêne Immobilier, représenté par Antoine Mahy, ne dispose pas de données publiques suffisamment concordantes sur les horaires ou les avis. Présentation prudente: conseil, disponibilité et suivi personnalisé.",Indépendante,"76 Rue de Versailles, 78150 Le Chesnay-Rocquencourt, France",Antoine Mahy,,antoine.mahy@gmail.com,Site web/leboncoin,,2026-09-07
Le Coach Immobilier,+33 1 41 54 02 00,,,http://www.lecoachimmobilier.fr/,,Indépendante,"20 Bis Av. Jean Jaurès, 93220 Gagny, France",,,,Site web/leboncoin,,2026-09-07
